,es_respuesta,fecha,likes,nota_id,respuestas,texto,url,usuario,autor,seccion,titulo,severe_toxicity,toxicity,label
19101,True,07/10/2018 18:39,,412,1,MACRI CARRIO SON LA GORDA Y EL FLACO,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,josejordo,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,1
19084,False,07/10/2018 16:45,,412,0, GORDA TROLLL !!!!!!!!!!!,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,1
47611,True,07/10/2018 16:23,1,412,0, GORDA DROGADA  ENFERMA  SOS UN PANQUEQUE !!!!!,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,1
45909,False,11/10/2018 18:55,1,534,0,"Gorda irresponsable la funcion pública no es joda, no te mantenemos para eso!!",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,smokeplume,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",,,1
26872,False,30/09/2018 04:35,2,210,1,Que fea la abortera Fulopppppppppppppp,https://www.lanacion.com.ar/2177053-a-todas-nos-puede-pasar-famosas-posaron,Esteban_P,,Sociedad,"""A todas nos puede pasar"": famosas posaron en una campaña contra el cáncer de mama",,,1
20408,False,05/10/2018 00:31,1,328,0,"Este escracho se debe haber sentido muy fea al lado de las simpáticas colombianas, y ahí le vino el ataque y el complejo de inferioridad. Como el monte chaqueño..impenetrable. Y las chicas del caribe muy chévere. juju.",https://www.lanacion.com.ar/2178578-hablo-mujer-agredio-jovenes-venezolanas-las-canitas,Adriano_77,,Sociedad,Habló la mujer que agredió a las jóvenes venezolanas en Las Cañitas,,,1
20746,False,11/10/2018 20:03,1,534,0,Gorda infame. Garavano es el enemigo N°1 de Angelici. Vieja zorra.,https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,Quintuco,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",0.7869181,0.97730213,0
19115,True,29/09/2018 16:46,,156,0,"@el_pulento @lsmi2504 @juansanfer Y siguio pidiendo ayuda, rata cobarde resentida.",https://www.lanacion.com.ar/2176898-nicolas-dujovne-no-tengo-miedo-no-se,juansanfer,,Economía,"Nicolás Dujovne: ""No tengo miedo de que no se pueda controlar el dólar""",0.7675704,0.95885354,0
65042,True,07/10/2018 16:26,1,412,0," DEVOLVE LOS 300MIL PESOS MENSUALES DE LOS PASAJES  GORDA LADRONA SINVERGUENZA !!!!!



80% DE AUSENCIA AL CONGRESO  !!  Y TE LLEVAS EL SUELDO Y LOS VIATICOS POR NO IR SIQUIERA !!!!!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.8825915,0.9215791,0
32005,True,02/10/2018 20:55,11,261,0,"Esta petisa, gorda es la que le enseñaba actuación a la Porota. Ladrona cara dura.",https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,VickiFeller,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.79434603,0.904667,0
2856,True,18/10/2018 20:16,3,741,1,"JODAAAAAAAAAAAAAAAAA TOTAL, joden con la plata y  paciencia de la gente que mantiene el pais y banca a estos mequetrefe de alcantarilla ,porque le sacan y le pudren la cabeza a los empleados que sus jefes le roban , y el 6 % que ellos cobran x cada sueldo lo llevan a sus negociados que todo ya saben , pero lo escuchas al abogado de ellos y no tienen nada , estan muertos ni casa tienen , NO LO CREE NADIE ; y lo que mas nos molesta a la clase trabajadora es que ustedes le den letra a estos parta sucias ",https://www.lanacion.com.ar/2182912-como-sera-recibimiento-pablo-moyano-ezeiza,oldimar_vechette,,Política,Cómo será el recibimiento a Pablo Moyano en Ezeiza,0.8825915,0.8833402,0
7118,True,16/10/2018 22:37,,678,0,@mbetuska @Myanki la gorda carrió? jajajajajajajajajaja sos tan patético que ahora escuchas al 2% carrió?,https://www.lanacion.com.ar/2182331-luis-carzoglio-no-me-van-correr-aprietes,Myanki,,Política,"El juez que rechazó detener a Moyano aclaró: ""No me van a correr con aprietes""",0.7350862,0.8827797,0
48163,True,02/10/2018 20:52,10,261,0,Nunca me la fumé a esta gorda,https://www.lanacion.com.ar/2177813-la-justicia-inhibio-bienes-andrea-del-boca,Santiagov123,,Política,La Justicia inhibió los bienes de Andrea del Boca y Julio De Vido por la novela Mamá Corazón,0.7266589,0.8454214,0
48159,False,07/10/2018 17:18,2,412,0,Esta   GORDA   esta   del  tomate  !!!- ,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,spcristal,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.53375196,0.77750224,0
20400,True,16/10/2018 22:36,,678,0,"@Myanki @mbetuska ¿como el el verso peroniio? jajajajaja  sos tan pero tan gil., muñeco.. dame con tu papa..  SI HASTA LA GORDA LO DIJO:..",https://www.lanacion.com.ar/2182331-luis-carzoglio-no-me-van-correr-aprietes,mbetuska,,Política,"El juez que rechazó detener a Moyano aclaró: ""No me van a correr con aprietes""",0.6192039,0.77750224,0
31627,False,16/10/2018 22:32,1,678,7,"La culpa de todo esto la tiene la gorda Carrio que no dejó actuar a Garavano y Angelici... estos sos los ""especialistas"" para operar jueces...",https://www.lanacion.com.ar/2182331-luis-carzoglio-no-me-van-correr-aprietes,mbetuska,,Política,"El juez que rechazó detener a Moyano aclaró: ""No me van a correr con aprietes""",0.7266589,0.77750224,0
18844,False,03/10/2018 20:52,,292,0,A LA GORDA SE LE ESCAPA LA TORTUGA EMBALSAMADA .... !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",0.6878021,0.77750224,0
2472,True,06/10/2018 20:02,2,382,6,CARRIO NO RECUERDA QUE PERDIÓ LA INTERNA Y EL PRESIDENTE ES MACRI ........ANDATE CON TU 3% GORDA TIRABOMBAS,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,banana_repubIiK,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.70304596,0.77362406,0
20363,True,06/10/2018 19:57,1,382,5,Andate gorda. Ya no te quieren en el gobierno.,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,LeonSKennedy,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.71829647,0.68848574,0
48164,True,17/10/2018 00:02,2,678,0,"Jajaaaaaaaaa, CUIDATE PORQUE ANDA ALZADO Y NO LE HACE CARA FEA A NADA!!",https://www.lanacion.com.ar/2182331-luis-carzoglio-no-me-van-correr-aprietes,DAMON11,,Política,"El juez que rechazó detener a Moyano aclaró: ""No me van a correr con aprietes""",0.35745457,0.67429656,0
29933,False,30/09/2018 11:06,8,209,1,Las fuerzas de seguridad son una salida laboral para miles de personas sin educación. Gente muy ignorante y resentida que se sienten poderosos por tener un arma.,https://www.lanacion.com.ar/2177120-peaje-muerte-discusion-tiro-arma-pelea-autopista,sebastian_88,,Sociedad,"Un prefecto discutió con otro automovilista, se bajó del vehículo con un arma y lo mató en la Illia",0.46794176,0.65022653,0
39188,False,07/10/2018 16:32,,412,4," EL MEJOR EQUIPO DE OFFFFFFCHORRRROS  AUSPICIO LA GORDA CARRIO,  MIENTRAS ELLA SE ROBABA LOS PASAJES !!!!!!!!!!!!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.70092547,0.6397666,0
621,False,13/10/2018 18:15,,590,0,"Como siempre la Gorda y equipo: funcionales e impresentables, #NOCAMBIANMAS",https://www.lanacion.com.ar/2181514-oliveto-afirmo-cc-presentara-pedido-juicio-politico,dsalas1,,Política,Oliveto afirmó que la CC presentará el pedido de juicio político a Garavano,0.56116796,0.5905963,0
3833,True,06/10/2018 20:49,1,382,8,"lean per f1l o cualquier otro diario gente, le estan haciendo la campaña a la gorda por meterse con la familia de macri. Diario inmundo",https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,salviamos,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.57594043,0.57410604,0
9033,False,06/10/2018 21:01,2,382,3,En cualquier momento sale la gorda a gritar Macri ladrón. Antes de formar cambiemos lo decía..,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,LeonSKennedy,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.5213122,0.57030624,0
12625,False,20/10/2018 00:52,1,752,0,"Mauricio hacele caso a la ""Chacho "" Carrio....!!! Con la corrupcion..., con el apriete a los jueces...., con la droga de Bullrich...., una amiga la gorda....!!!!",https://www.lanacion.com.ar/2183387-macri-habla-cierre-del-coloquio-idea,gcano,,Economía,"Macri apuntó contra Moyano: ""No podemos tener métodos mafiosos en todo el sistema logístico""",0.56116796,0.5651301,0
13188,True,03/10/2018 20:48,3,292,2,A LA GORDA LA MANDAN A ESPIAR ..... Y TOCA TIMBRE !!! ,https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",0.47457457,0.5112115,0
20571,False,07/10/2018 00:35,,382,0,"En vez de alegrarte q la gorda está haciendo algo y un sábado, salud con esto.



Así nunca llega la luz al final del tunel!!",https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,mmandeb1,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.48298404,0.5009719,0
20614,True,07/10/2018 16:34,1,412,1,"La gorda es ""El chacho "" de cambiemos !!😂😂😂jajajaja",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,bypizza_0,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.36811668,0.5009715,0
20624,True,07/10/2018 19:25,,412,0,@anafustaken Perde    cuidado  que   Macri  es  mas   ASTUTO    que  la    gorda   tira    vientos.,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,spcristal,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.40088177,0.5008658,0
20630,False,17/10/2018 23:43,1,687,0,Es muy fea y dificil de cantar la versión de nuestro Himno que se escuchó en los juegos. Una pena,https://www.lanacion.com.ar/2182704-juegos-olimpicos-juventud-curiosa-version-del-himno,mariofrombsas,,Deportes,Juegos Olímpicos de la Juventud: la curiosa versión del himno argentino en las entregas de premios,0.3286294,0.50077707,0
20632,False,07/10/2018 00:35,2,382,0,A LA GORDA LA TOMAN POR LOCA PERO TODAS LAS DENUNCIAS QUE HIZO CUANDO LOS KA ESTABAN EN EL GOBIERNO FUERON CONFIRMADAS TARDE Y MAL,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,DAMON11,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.44886053,0.5006677,0
20644,False,24/09/2018 22:31,2,25,0,Gorda. No VUELVEN mas,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,bigger98,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.3140928,0.5004114,0
20647,False,07/10/2018 19:10,8,412,5,"Si todos los problemas de este pais fuera usted o Angelici, Argentina seria Suiza, no se da cuenta de la malaria terrible que hay, eso azotara mas que cualquier operador politico o gorda parlanchina, nadie del gobierno ve lo que esta pasando en la calle, fuera de su comodidad? los negocios vacios, la gente durmiendo en la calle , la falta de laburo, la inseturidad, por favor cuanta ceguera.",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,WolfgangAMozart,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.556332,0.4620254,0
20677,False,07/10/2018 00:16,,382,7,La gorda sabe q si se sube el helicóptero no despega así q está preparando su huida anticipada,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,mmandeb1,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.37716252,0.4251348,0
20688,False,07/10/2018 21:10,1,412,5,Desde el momento que Carrió se juntó con la mafia corrupta de cambiemos dejo de ser creíble. Ya perdí la cuenta de los casos de corrupción de cambiemos con los que hizo la vista gorda,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,sebastian877,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.39466208,0.4251348,0
20712,False,07/10/2018 19:03,2,412,1,"El cambiemita es una persona especial. La gorda les está diciendo en la cara que rompe y Macri CAE(más detalles: le da un plazo de dos meses máximo a que decida), en un tono casi golpista.



Y siguen aplaudiendo cantando zizepuede MACRI 2019!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,LeonSKennedy,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",0.36621767,0.3727785,0
20723,False,11/10/2018 20:08,1,534,0,"Garavano quedó como un señor, le contestó con tecnicismo legal, y la gorda quedó como una caricatura.",https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,a_garnero2008,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",0.33292845,0.36331365,0
20736,False,07/10/2018 01:28,1,382,11,"La gorda sabe que Macri tiene altas chances de perder en 2019, entonces ya se va diferenciando, usando su latiguillo de siempre, las denuncias de corrupción difusas y masivas.",https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bdennings,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",0.31751627,0.32094315,0
21100,False,06/10/2018 22:13,6,381,0,"@jlfiandrino A mi me gusta cuando la gorda dice cosas que el comun de la gente no sabe, es bueno que ventile cosas !!",https://www.lanacion.com.ar/2179237-el-presidente-tiene-elegir-linea-angelici-carrio,daniel_camara,,Política,"""El Presidente tiene que elegir entre la linea Angelici o Carrió"", dijo la diputada",0.24714182,0.2981812,0
26162,False,11/10/2018 19:04,2,534,0,La gorda no pasa una entrevista psiquiátrica  de 20 minutos.,https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,mbetuska,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",0.16856652,0.26104105,0
26191,False,24/09/2018 22:54,1,14,0,La jaula de las locas ...,https://www.lanacion.com.ar/2175196-la-familia-real-britanica-da-otro-paso,riccastel,,El Mundo,La familia real británica da otro paso hacia el siglo XXI: celebró su primera boda gay,0.113532215,0.239345,0
26568,True,24/09/2018 22:55,1,25,0,Mmm que fea noticia ...,https://www.lanacion.com.ar/2175245-atacan-bombas-molotov-sede-gendarmeria-nacional-san,riccastel,,Política,Atacan con bombas molotov una sede de Gendarmería Nacional en Monserrat,0.03975683,0.18654434,0
26598,False,27/09/2018 16:43,1,114,1,"A todo esto : Quién es la tilinga de la foto,la madre del 44?",https://www.lanacion.com.ar/2176197-confirmaron-procesamiento-gils-carbo-compra-del-edificio,EduardoMain,,Política,Confirmaron el procesamiento de Gils Carbó por la compra del edificio de la Procuración,0.007600481,0.050980445,0
26600,False,29/09/2018 19:10,6,168,0,"Fea actitud la de hacer críticas desde el exterior, cuando se recibe un premio.",https://www.lanacion.com.ar/2176916-festival-san-sebastian-2018-gran-presencia-argentina,Roger60,,Espectáculos,Festival de San Sebastián 2018: la película argentina Rojo se llevó tres galardones,,,0
26953,False,29/09/2018 17:45,12,168,0,"Grandinettu, Amarguetti, como casi todos los actores K, gente resentida al dope a pesar de sue trabajo no les falta.",https://www.lanacion.com.ar/2176916-festival-san-sebastian-2018-gran-presencia-argentina,pibepaz,,Espectáculos,Festival de San Sebastián 2018: la película argentina Rojo se llevó tres galardones,,,0
29739,False,26/09/2018 01:30,,51,0,@mari_posita @goooooood @amazona2 @elcoso SOS  1  ARRASTRADA  vieja  fea,https://www.lanacion.com.ar/2175527-mauricio-macri-caputo-no-tenia-vocacion-ejercer,goooooood,,Política,"Mauricio Macri: ""Caputo no tenía vocación de ejercer ese cargo, fue un gesto patriótico""",,,0
29740,False,01/10/2018 01:11,4,201,0,"@patryleo  Mucho papel pa´ una bic, van a tener que usar brocha gorda.-",https://www.lanacion.com.ar/2177171-docentes-hicieron-fiesta-escuela-moreno-cerrada-explosion,ebellusci,,Política,Docentes hicieron una fiesta en una escuela de Moreno cerrada desde la explosión,,,0
29769,False,03/10/2018 22:54,,292,1,"@AlanBiqqeNotDead Bueno, que investiguen. Y que aprueben una ley para que los legisladores den un psicotecnico antes de asumir su banca. La gorda esta queda afuera junto con porota y el resto del fpv.",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,sil2012,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,0
29791,True,03/10/2018 22:30,4,292,0,"La gorda se puso así, porque le gusta Marcos Peña !!!!",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,wonder2017,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,0
29796,False,03/10/2018 21:12,3,292,0,"GORDA ... DE LOS BOLSOS NOS PODES DECIR ALGO ""PIOLA"" ??? ... O NO VISTE NADA VOS TAMPOCO ??? ",https://www.lanacion.com.ar/2178184-una-diputada-llamo-gato-mauricio-macri-jerry,PACO2016,,Política,"Una diputada llamó ""gato"" a Mauricio Macri y ""Jerry"" a Marcos Peña durante el informe de gestión",,,0
29810,False,07/10/2018 02:12,,382,10,Lo vengo repitiendo hace tiempo: la gorda quiere rajarse del barco que se hunde.,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,popetina,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,0
29812,False,07/10/2018 02:02,,382,0,a la gorda la esta pasando como alambrado caido,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,nparedes2,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,0
29864,False,07/10/2018 01:54,,382,0," La gorda huye como rata por tirante.



Pero Macri siempre supo que esto iba a pasar.



La pregunta era ""¿Cuándo?""",https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bdennings,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,0
29865,False,06/10/2018 23:27,1,382,4,LA GORDA SE MANOTEABA EL SOBRANTE DE LOS PASAJES LINDO EJEMPLO,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bimai,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,0
29946,False,06/10/2018 23:13,,382,2,CARRIO ES SOCIA DE QUINTANA EN FARMACITY GORDA LADRONA,https://www.lanacion.com.ar/2179233-carrio-indignada-cambio-afip-equivale-aliarse-echegaray,bimai,,Política,"Carrió, indignada por un cambio en la AFIP: ""Equivale a aliarse con Echegaray y su gente""",,,0
31892,True,07/10/2018 18:54,2,412,0,Macri destrozó absolutamente todo. La gorda ya se quiere subir al mejor bote...,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,LeonSKennedy,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
32657,False,07/10/2018 18:38,,412,0,@eternoretorno @josejordo LA GORDA Y EL FLACO,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,josejordo,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
33228,False,07/10/2018 18:25,,412,0,Piró la Gorda ,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,agata2,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
33229,True,07/10/2018 16:58,,412,0," Y MACRI FUE PIOLA, NO COMO FERNANDINHO-1  QUE NO LA HIZO FIRMAR A LA GORDA











ESTA VEZ LA GORDA ESTA PEGADA, MACRI LA HIZO FIRMAR CADA UNA DE LAS .... QUE SE MANDO EN OLIVOS !!!!!!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
39340,False,07/10/2018 16:57,,412,0," LA GORDA ESTA PEGADA COMO UN PANQUEQUE.....







JAMAS ABRIO LA BOCA  !!!!!







ARRIBAS NO RECIBIA  COIMETAAAAAAAAAAA







RECIBIA LA VENTA DE MUEBLES ...............







750MIL U$S EN MUEBLES DE UN MONOAMBIENTE, GIRADOS A HONG KONG !!!!!!!!!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
39347,False,07/10/2018 16:51,1,412,0,gorda golpista jajajaj,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,nomengrapes70,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
39529,False,07/10/2018 16:50,1,412,0,@nomengrapes70 NO ENGAÑA MAS A NADIE LA GORDA,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
41178,False,07/10/2018 16:47,2,412,1,No se xq pero la gorda me hace acordar a chacho alvarez !!_😂,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,bypizza_0,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
41614,True,07/10/2018 16:47,,412,0,"Cucas, la gorda Carrió pide que le tengan un poquito de paciencia que ya casi termina de llenar el tanque del helicóptero",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Eric_bb,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
41621,False,07/10/2018 16:45,2,412,0,"Cristina festeja diciéndole a sus sectarios: vieron que no hacía falta ensuciarse las manos? Para hacer el trabajo sucio del golpe, la tenemos a la Gorda Carrió jajajaaaa!",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Eric_bb,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
41646,True,07/10/2018 16:37,,412,0,"ASI MONTO EL EQUIPO CAMBIEMOS, LA GORDA ESTABA DEACUERDO ..... QUE ESPERABAN ??







=======================================================================







Amadeo, Bein, Blejer, Pignanelli, Prat Gay, y Sturzenegger, los responsables de la catástrofe del 2001, están de nuevo al frente







====================================================================================",https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
41648,False,07/10/2018 16:36,,412,2, PENSAR QUE LA GORDA TRAIDORA  LE VOTO A MACRI TODAS LAS LEYES EN CONTRA DE LOS VIEJITOS !!!!!!!!,https://www.lanacion.com.ar/2179413-elisa-carrio-macri-va-tener-elegir-pero,Adolfo__T_Cantu,,Política,"Elisa Carrió aclara que no romperá con Cambiemos, pero insiste con que ""la impunidad no es negociable""",,,0
41649,True,08/10/2018 18:22,2,443,0,"Igual la gorda es un arma de doble filo, aca la ponderan mucho. Se cargo a uno de los mejores Ministros, el sr Aranguren. Para mi un ejemplo en todo",https://www.lanacion.com.ar/2179723-confirman-procesamiento-cristina-kirchner-sus-hijos-causa,ghriva,,Política,Confirman el procesamiento de Cristina Kirchner y sus hijos en la causa Hotesur,,,0
45801,False,09/10/2018 23:49,3,471,3,"La gorda Lilita al final tenìa razòn, Lorenzetti es el perverso de la corte, le hicieron una movida magistral y ahora se le terminò el poder, y despotrica. Me impresiona que comienza una cierta independencia del poder judicial, es un inicio, veremos el futuro...... ",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor,cirulaxia10,,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",,,0
45802,False,09/10/2018 23:50,4,471,2,"@cirulaxia10 si no hubieras escrito ""...la gorda Lilita ..."" dirá que estoy de acuerdo con tu post.",https://www.lanacion.com.ar/2180135-lorenzetti-acuso-rosenkrantz-generar-clima-tension-temor,amazona2,,Política,"Lorenzetti le contestó a Rosenkrantz: habló de ""mediocridad"" y de generar un ""clima de tensión y temor""",,,0
46593,False,11/10/2018 18:53,1,534,0,Viste como es la gorda. Tal vez mañana se acuerde de nuevo cuando decía que Mauricio era un delincuente.,https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,abertolo2,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",,,0
48619,False,11/10/2018 18:08,1,534,0,¿Quedará algún lilito que después de esto no crea que la gorda está loca? ,https://www.lanacion.com.ar/2180846-elisa-carrio-yo-no-pedi-renuncia-garavano,popetina,,Política,"Elisa Carrió: ""Yo no pedí la renuncia de Garavano, fue una broma""",,,0
17654,False,18/10/2018 14:33,3,707,0,@edidock traidores y ladrones todos esos tienen las manos sucias de tanto choreo ninguno de eso que concurrio al acto resiste un analisis de como robaron en los ultimos 15 añños LADRONES,https://www.lanacion.com.ar/2182681-un-desfile-vuelos-privados-fiesta-lealtad-peronista,fernando_alfredo,,Política,Un desfile de vuelos privados a la Fiesta de la Lealtad Peronista en Tucumán,,,0
43721,True,20/10/2018 15:24,,799,0,"@spcristal @mbetuska @minino quiero 10.000 locas como ella,para que la Argentina  mejore ",https://www.lanacion.com.ar/2183641-los-cuadernos-coimas-bonadio-pidio-detencion-inmediata,hibiar,,Política,Los cuadernos de las coimas: Bonadio ordenó la detención inmediata de la viuda de Daniel Muñoz,,,0
